year,type,discipline,event,noc,medal
1904,Summer,Archery,"Double Columbia Round, Women (Olympic)",USA,Bronze
1904,Summer,Archery,"Double National Round, Women (Olympic)",USA,Bronze
1976,Summer,Archery,"Individual, Women (Olympic)",USA,Gold
1972,Summer,Archery,"Individual, Women (Olympic)",USA,Gold
1988,Summer,Archery,"Individual, Men (Olympic)",USA,Gold
1988,Summer,Archery,"Team, Men (Olympic)",USA,Silver
1904,Summer,Archery,"Double American Round, Men (Olympic)",USA,Gold
1904,Summer,Archery,"Double York Round, Men (Olympic)",USA,Gold
1904,Summer,Archery,"Team Round, Men (Olympic)",USA,Bronze
1904,Summer,Archery,"Team Round, Men (Olympic)",USA,Silver
1996,Summer,Archery,"Individual, Men (Olympic)",USA,Gold
1996,Summer,Archery,"Team, Men (Olympic)",USA,Gold
2000,Summer,Archery,"Team, Men (Olympic)",USA,Bronze
1904,Summer,Archery,"Team Round, Men (Olympic)",USA,Gold
1984,Summer,Archery,"Individual, Men (Olympic)",USA,Silver
1976,Summer,Archery,"Individual, Men (Olympic)",USA,Gold
1984,Summer,Archery,"Individual, Men (Olympic)",USA,Gold
1908,Summer,Archery,"Double York Round, Men (Olympic)",USA,Bronze
1904,Summer,Archery,"Double American Round, Men (Olympic)",USA,Bronze
1904,Summer,Archery,"Double York Round, Men (Olympic)",USA,Bronze
1972,Summer,Archery,"Individual, Men (Olympic)",USA,Gold
1904,Summer,Archery,"Double American Round, Men (Olympic)",USA,Silver
1904,Summer,Archery,"Double York Round, Men (Olympic)",USA,Silver
1988,Summer,Tennis,"Singles, Women (Olympic)",ARG,Silver
2004,Summer,Tennis,"Doubles, Women (Olympic)",ARG,Bronze
1992,Summer,Tennis,"Doubles, Men (Olympic)",ARG,Bronze
1988,Summer,Table Tennis,"Singles, Women (Olympic)",CHN,Bronze
1988,Summer,Table Tennis,"Singles, Women (Olympic)",CHN,Silver
1992,Summer,Badminton,"Doubles, Women (Olympic)",CHN,Bronze
1996,Summer,Table Tennis,"Doubles, Women (Olympic)",CHN,Silver
1992,Summer,Table Tennis,"Singles, Women (Olympic)",CHN,Silver
1996,Summer,Table Tennis,"Singles, Women (Olympic)",CHN,Bronze
1996,Summer,Badminton,"Doubles, Women (Olympic)",CHN,Bronze
2000,Summer,Badminton,"Doubles, Women (Olympic)",CHN,Bronze
1996,Summer,Badminton,"Doubles, Mixed (Olympic)",CHN,Bronze
2000,Summer,Badminton,"Singles, Women (Olympic)",CHN,Bronze
1988,Summer,Table Tennis,"Doubles, Men (Olympic)",CHN,Gold
1996,Summer,Badminton,"Singles, Men (Olympic)",CHN,Silver
1996,Summer,Table Tennis,"Doubles, Men (Olympic)",CHN,Gold
2000,Summer,Table Tennis,"Singles, Men (Olympic)",CHN,Gold
2000,Summer,Table Tennis,"Doubles, Men (Olympic)",CHN,Silver
1992,Summer,Badminton,"Doubles, Men (Olympic)",CHN,Bronze
1996,Summer,Table Tennis,"Singles, Men (Olympic)",CHN,Gold
2000,Summer,Table Tennis,"Singles, Men (Olympic)",CHN,Bronze
1992,Summer,Table Tennis,"Doubles, Men (Olympic)",CHN,Gold
1996,Summer,Table Tennis,"Doubles, Men (Olympic)",CHN,Silver
1992,Summer,Table Tennis,"Singles, Men (Olympic)",CHN,Bronze
1996,Summer,Table Tennis,"Singles, Men (Olympic)",CHN,Silver
1992,Summer,Tennis,"Singles, Men (Olympic)",CRO,Bronze
1992,Summer,Tennis,"Doubles, Men (Olympic)",CRO,Bronze
1988,Summer,Table Tennis,"Doubles, Men (Olympic)",YUG,Silver
1988,Summer,Tennis,"Doubles, Women (Olympic)",TCH,Silver
1996,Summer,Tennis,"Singles, Women (Olympic)",CZE,Bronze
1996,Summer,Tennis,"Doubles, Women (Olympic)",CZE,Silver
1912,Summer,Tennis,"Singles, Covered Courts, Women (Olympic)",DEN,Silver
2000,Summer,Badminton,"Singles, Women (Olympic)",DEN,Silver
2004,Summer,Badminton,"Doubles, Mixed (Olympic)",DEN,Bronze
1996,Summer,Badminton,"Singles, Men (Olympic)",DEN,Gold
1992,Summer,Badminton,"Singles, Men (Olympic)",DEN,Bronze
1992,Summer,Tennis,"Doubles, Women (Olympic)",ESP,Silver
1996,Summer,Tennis,"Doubles, Women (Olympic)",ESP,Bronze
2004,Summer,Tennis,"Doubles, Women (Olympic)",ESP,Silver
2008,Summer,Tennis,"Doubles, Women (Olympic)",ESP,Silver
1992,Summer,Tennis,"Singles, Women (Olympic)",ESP,Bronze
1996,Summer,Tennis,"Singles, Women (Olympic)",ESP,Silver
1992,Summer,Tennis,"Singles, Men (Olympic)",ESP,Silver
1996,Summer,Tennis,"Singles, Men (Olympic)",ESP,Silver
1988,Summer,Tennis,"Doubles, Men (Olympic)",ESP,Silver
2000,Summer,Tennis,"Doubles, Men (Olympic)",ESP,Bronze
1912,Summer,Tennis,"Singles, Women (Olympic)",FRA,Gold
1920,Summer,Tennis,"Doubles, Women (Olympic)",FRA,Bronze
1920,Summer,Tennis,"Singles, Women (Olympic)",FRA,Gold
1900,Summer,Tennis,"Singles, Women (Olympic)",FRA,Silver
1900,Summer,Tennis,"Doubles, Mixed (Olympic)",FRA,Silver
1924,Summer,Tennis,"Singles, Women (Olympic)",FRA,Silver
2004,Summer,Table Tennis,"Singles, Women (Olympic)",PRK,Silver
1992,Summer,Table Tennis,"Singles, Women (Olympic)",PRK,Bronze
1992,Summer,Table Tennis,"Doubles, Women (Olympic)",PRK,Bronze
1992,Summer,Tennis,"Doubles, Men (Olympic)",RSA,Silver
1912,Summer,Tennis,"Singles, Men (Olympic)",RSA,Silver
1912,Summer,Tennis,"Doubles, Men (Olympic)",RSA,Gold
1920,Summer,Tennis,"Singles, Men (Olympic)",RSA,Gold
1912,Summer,Tennis,"Singles, Men (Olympic)",RSA,Gold
1920,Summer,Tennis,"Singles, Men (Olympic)",RSA,Bronze
2016,Summer,Tennis,"Doubles, Women (Olympic)",SUI,Silver
1988,Summer,Tennis,"Singles, Women (Olympic)",BUL,Bronze
1992,Summer,Tennis,"Singles, Men (Olympic)",SUI,Gold
1908,Summer,Tennis,"Singles, Covered Courts, Women (Olympic)",SWE,Bronze
1912,Summer,Tennis,"Doubles, Mixed (Olympic)",SWE,Silver
1912,Summer,Tennis,"Doubles, Covered Courts, Mixed (Olympic)",SWE,Bronze
1908,Summer,Tennis,"Doubles, Covered Courts, Men (Olympic)",SWE,Bronze
1988,Summer,Tennis,"Singles, Men (Olympic)",SWE,Bronze
1988,Summer,Tennis,"Doubles, Men (Olympic)",SWE,Bronze
1912,Summer,Tennis,"Doubles, Covered Courts, Men (Olympic)",SWE,Silver
1988,Summer,Table Tennis,"Singles, Men (Olympic)",SWE,Bronze
1992,Summer,Table Tennis,"Singles, Men (Olympic)",SWE,Gold
2000,Summer,Table Tennis,"Singles, Men (Olympic)",SWE,Silver
1920,Summer,Tennis,"Doubles, Mixed (Olympic)",TCH,Bronze
1988,Summer,Tennis,"Singles, Men (Olympic)",TCH,Gold
1988,Summer,Tennis,"Doubles, Men (Olympic)",TCH,Bronze
1992,Summer,Tennis,"Singles, Men (Olympic)",EUN,Bronze
1992,Summer,Tennis,"Singles, Women (Olympic)",USA,Gold
1996,Summer,Tennis,"Singles, Women (Olympic)",USA,Gold
1992,Summer,Tennis,"Doubles, Women (Olympic)",USA,Gold
1996,Summer,Tennis,"Doubles, Women (Olympic)",USA,Gold
1992,Summer,Tennis,"Singles, Women (Olympic)",USA,Bronze
1988,Summer,Tennis,"Singles, Women (Olympic)",USA,Bronze
1988,Summer,Tennis,"Doubles, Women (Olympic)",USA,Gold
1924,Summer,Tennis,"Doubles, Mixed (Olympic)",USA,Silver
1900,Summer,Tennis,"Singles, Women (Olympic)",USA,Bronze
1900,Summer,Tennis,"Doubles, Mixed (Olympic)",USA,Bronze
2000,Summer,Tennis,"Singles, Women (Olympic)",USA,Bronze
1924,Summer,Tennis,"Doubles, Mixed (Olympic)",USA,Gold
1924,Summer,Tennis,"Doubles, Women (Olympic)",USA,Gold
1924,Summer,Tennis,"Singles, Women (Olympic)",USA,Gold
1996,Summer,Tennis,"Singles, Men (Olympic)",USA,Gold
1904,Summer,Tennis,"Singles, Men (Olympic)",USA,Bronze
1904,Summer,Tennis,"Doubles, Men (Olympic)",USA,Silver
1900,Summer,Tennis,"Doubles, Men (Olympic)",USA,Silver
1988,Summer,Tennis,"Doubles, Men (Olympic)",USA,Gold
1904,Summer,Tennis,"Doubles, Men (Olympic)",USA,Bronze
1988,Summer,Tennis,"Singles, Men (Olympic)",USA,Bronze
1924,Summer,Tennis,"Doubles, Men (Olympic)",USA,Gold
1904,Summer,Tennis,"Singles, Men (Olympic)",USA,Silver
1904,Summer,Tennis,"Doubles, Men (Olympic)",USA,Gold
1988,Summer,Tennis,"Singles, Men (Olympic)",USA,Silver
1904,Summer,Golf,"Team, Men (Olympic)",USA,Silver
1924,Summer,Tennis,"Singles, Men (Olympic)",USA,Gold
1900,Summer,Golf,"Individual, Men (Olympic)",USA,Gold
1904,Summer,Tennis,"Singles, Men (Olympic)",USA,Gold
1988,Summer,Table Tennis,"Doubles, Women (Olympic)",YUG,Bronze
1972,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",CUB,Bronze
1968,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",YUG,Silver
1976,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",YUG,Silver
1980,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",YUG,Gold
1980,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",URS,Bronze
1996,Summer,Boxing,"Light-Flyweight, Men (Olympic)",ESP,Bronze
2000,Summer,Boxing,"Light-Flyweight, Men (Olympic)",ESP,Silver
1992,Summer,Boxing,"Featherweight, Men (Olympic)",ESP,Silver
1972,Summer,Boxing,"Light-Flyweight, Men (Olympic)",ESP,Bronze
1936,Summer,Boxing,"Lightweight, Men (Olympic)",EST,Silver
1932,Summer,Boxing,"Welterweight, Men (Olympic)",FIN,Bronze
1952,Summer,Boxing,"Bantamweight, Men (Olympic)",FIN,Gold
1956,Summer,Boxing,"Featherweight, Men (Olympic)",FIN,Bronze
1992,Summer,Boxing,"Light-Welterweight, Men (Olympic)",FIN,Bronze
1952,Summer,Boxing,"Heavyweight, Men (Olympic)",FIN,Bronze
1960,Summer,Boxing,"Featherweight, Men (Olympic)",FIN,Bronze
1952,Summer,Boxing,"Light-Welterweight, Men (Olympic)",FIN,Bronze
1968,Summer,Boxing,"Light-Welterweight, Men (Olympic)",FIN,Bronze
1984,Summer,Boxing,"Welterweight, Men (Olympic)",FIN,Bronze
1952,Summer,Boxing,"Lightweight, Men (Olympic)",FIN,Bronze
1964,Summer,Boxing,"Welterweight, Men (Olympic)",FIN,Bronze
1952,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",FIN,Bronze
1936,Summer,Boxing,"Welterweight, Men (Olympic)",FIN,Gold
1972,Summer,Boxing,"Middleweight, Men (Olympic)",FIN,Silver
1928,Summer,Boxing,"Flyweight, Men (Olympic)",FRA,Silver
1988,Summer,Boxing,"Welterweight, Men (Olympic)",FRA,Silver
1924,Summer,Boxing,"Bantamweight, Men (Olympic)",FRA,Bronze
1956,Summer,Boxing,"Middleweight, Men (Olympic)",FRA,Bronze
1936,Summer,Boxing,"Middleweight, Men (Olympic)",FRA,Gold
1920,Summer,Boxing,"Heavyweight, Men (Olympic)",FRA,Bronze
1920,Summer,Boxing,"Featherweight, Men (Olympic)",FRA,Gold
1920,Summer,Boxing,"Featherweight, Men (Olympic)",FRA,Silver
1964,Summer,Boxing,"Light-Middleweight, Men (Olympic)",FRA,Silver
1956,Summer,Boxing,"Flyweight, Men (Olympic)",FRA,Bronze
1936,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",FRA,Gold
1984,Summer,Boxing,"Light-Middleweight, Men (Olympic)",FRA,Bronze
1952,Summer,Boxing,"Featherweight, Men (Olympic)",FRA,Bronze
2008,Summer,Baseball (Baseball/Softball),"Baseball, Men (Olympic)",KOR,Gold
2000,Summer,Baseball (Baseball/Softball),"Baseball, Men (Olympic)",KOR,Bronze
1992,Summer,Baseball (Baseball/Softball),"Baseball, Men (Olympic)",TPE,Silver
1996,Summer,Baseball (Baseball/Softball),"Baseball, Men (Olympic)",USA,Bronze
1972,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",URS,Gold
1976,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",URS,Bronze
1988,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",URS,Gold
1992,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",LTU,Bronze
1952,Summer,Basketball (Basketball),"Basketball, Men (Olympic)",URS,Silver
1984,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",ALG,Bronze
1992,Summer,Boxing,"Featherweight, Men (Olympic)",ALG,Bronze
1996,Summer,Boxing,"Lightweight, Men (Olympic)",ALG,Gold
1984,Summer,Boxing,"Middleweight, Men (Olympic)",ALG,Bronze
1928,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",ARG,Gold
1932,Summer,Boxing,"Middleweight, Men (Olympic)",ARG,Silver
1936,Summer,Boxing,"Featherweight, Men (Olympic)",ARG,Gold
1996,Summer,Boxing,"Featherweight, Men (Olympic)",ARG,Bronze
1948,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",ARG,Bronze
1924,Summer,Boxing,"Lightweight, Men (Olympic)",ARG,Silver
1908,Summer,Boxing,"Bantamweight, Men (Olympic)",GBR,Silver
1976,Summer,Boxing,"Bantamweight, Men (Olympic)",GBR,Bronze
1920,Summer,Boxing,"Flyweight, Men (Olympic)",GBR,Bronze
1908,Summer,Boxing,"Middleweight, Men (Olympic)",GBR,Gold
1924,Summer,Boxing,"Middleweight, Men (Olympic)",GBR,Silver
1972,Summer,Boxing,"Light-Flyweight, Men (Olympic)",GBR,Bronze
1908,Summer,Boxing,"Heavyweight, Men (Olympic)",GBR,Silver
1968,Summer,Boxing,"Middleweight, Men (Olympic)",GBR,Gold
1960,Summer,Boxing,"Light-Middleweight, Men (Olympic)",GBR,Bronze
1920,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",GBR,Bronze
1956,Summer,Boxing,"Welterweight, Men (Olympic)",GBR,Bronze
1908,Summer,Boxing,"Lightweight, Men (Olympic)",GBR,Gold
1908,Summer,Boxing,"Featherweight, Men (Olympic)",GBR,Gold
1920,Summer,Boxing,"Welterweight, Men (Olympic)",GBR,Silver
1908,Summer,Boxing,"Lightweight, Men (Olympic)",GBR,Bronze
1960,Summer,Boxing,"Welterweight, Men (Olympic)",GBR,Bronze
1920,Summer,Boxing,"Middleweight, Men (Olympic)",GBR,Gold
1924,Summer,Boxing,"Middleweight, Men (Olympic)",GBR,Gold
1956,Summer,Boxing,"Light-Middleweight, Men (Olympic)",GBR,Bronze
1920,Summer,Boxing,"Bantamweight, Men (Olympic)",GBR,Bronze
1924,Summer,Boxing,"Flyweight, Men (Olympic)",GBR,Silver
1956,Summer,Boxing,"Lightweight, Men (Olympic)",GBR,Gold
1960,Summer,Boxing,"Lightweight, Men (Olympic)",GBR,Bronze
1972,Summer,Boxing,"Light-Middleweight, Men (Olympic)",GBR,Bronze
1924,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",GBR,Gold
1908,Summer,Boxing,"Featherweight, Men (Olympic)",GBR,Silver
1956,Summer,Boxing,"Featherweight, Men (Olympic)",GBR,Silver
1908,Summer,Boxing,"Heavyweight, Men (Olympic)",GBR,Gold
1908,Summer,Boxing,"Heavyweight, Men (Olympic)",GBR,Bronze
1908,Summer,Boxing,"Middleweight, Men (Olympic)",GBR,Bronze
1920,Summer,Boxing,"Heavyweight, Men (Olympic)",GBR,Gold
1992,Summer,Boxing,"Light-Middleweight, Men (Olympic)",GBR,Bronze
1908,Summer,Boxing,"Featherweight, Men (Olympic)",GBR,Bronze
1948,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",GBR,Silver
1908,Summer,Boxing,"Lightweight, Men (Olympic)",GBR,Silver
1956,Summer,Boxing,"Flyweight, Men (Olympic)",GBR,Gold
1908,Summer,Boxing,"Bantamweight, Men (Olympic)",GBR,Gold
1972,Summer,Boxing,"Bantamweight, Men (Olympic)",GBR,Bronze
1908,Summer,Boxing,"Bantamweight, Men (Olympic)",GBR,Bronze
1984,Summer,Boxing,"Super-Heavyweight, Men (Olympic)",GBR,Bronze
1980,Summer,Boxing,"Light-Welterweight, Men (Olympic)",GBR,Bronze
1988,Summer,Boxing,"Light-Middleweight, Men (Olympic)",GBR,Bronze
1948,Summer,Boxing,"Middleweight, Men (Olympic)",GBR,Silver
1976,Summer,Boxing,"Welterweight, Men (Olympic)",GDR,Gold
1980,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",GDR,Bronze
1956,Summer,Boxing,"Bantamweight, Men (Olympic)",GER,Gold
1980,Summer,Boxing,"Heavyweight, Men (Olympic)",GDR,Bronze
1980,Summer,Boxing,"Featherweight, Men (Olympic)",GDR,Gold
1980,Summer,Boxing,"Welterweight, Men (Olympic)",GDR,Bronze
1980,Summer,Boxing,"Light-Middleweight, Men (Olympic)",GDR,Bronze
1988,Summer,Boxing,"Middleweight, Men (Olympic)",GDR,Gold
1976,Summer,Boxing,"Featherweight, Men (Olympic)",GDR,Silver
1980,Summer,Boxing,"Lightweight, Men (Olympic)",GDR,Bronze
1964,Summer,Boxing,"Featherweight, Men (Olympic)",GER,Bronze
1960,Summer,Boxing,"Heavyweight, Men (Olympic)",GER,Bronze
1972,Summer,Boxing,"Light-Middleweight, Men (Olympic)",GDR,Bronze
1968,Summer,Boxing,"Welterweight, Men (Olympic)",GDR,Gold
1952,Summer,Boxing,"Flyweight, Men (Olympic)",GER,Silver
1932,Summer,Boxing,"Welterweight, Men (Olympic)",GER,Silver
1988,Summer,Boxing,"Light-Welterweight, Men (Olympic)",FRG,Bronze
1952,Summer,Boxing,"Welterweight, Men (Olympic)",GER,Bronze
1964,Summer,Boxing,"Heavyweight, Men (Olympic)",GER,Silver
1972,Summer,Boxing,"Heavyweight, Men (Olympic)",FRG,Bronze
1936,Summer,Boxing,"Flyweight, Men (Olympic)",GER,Gold
1972,Summer,Boxing,"Light-Middleweight, Men (Olympic)",FRG,Gold
1996,Summer,Boxing,"Heavyweight, Men (Olympic)",GER,Bronze
1956,Summer,Boxing,"Lightweight, Men (Olympic)",GER,Silver
1996,Summer,Boxing,"Flyweight, Men (Olympic)",GER,Bronze
1992,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",GER,Gold
1968,Summer,Boxing,"Light-Middleweight, Men (Olympic)",FRG,Bronze
1936,Summer,Boxing,"Featherweight, Men (Olympic)",GER,Bronze
1936,Summer,Boxing,"Welterweight, Men (Olympic)",GER,Silver
1928,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",GER,Silver
1992,Summer,Boxing,"Light-Flyweight, Men (Olympic)",GER,Bronze
1992,Summer,Boxing,"Lightweight, Men (Olympic)",GER,Silver
1936,Summer,Boxing,"Heavyweight, Men (Olympic)",GER,Gold
1932,Summer,Boxing,"Featherweight, Men (Olympic)",GER,Silver
1964,Summer,Boxing,"Middleweight, Men (Olympic)",GER,Silver
1976,Summer,Boxing,"Welterweight, Men (Olympic)",FRG,Bronze
1988,Summer,Boxing,"Flyweight, Men (Olympic)",GDR,Silver
1992,Summer,Boxing,"Featherweight, Men (Olympic)",GER,Gold
1996,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",GER,Bronze
1996,Summer,Boxing,"Light-Welterweight, Men (Olympic)",GER,Silver
1936,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",GER,Silver
1984,Summer,Boxing,"Light-Middleweight, Men (Olympic)",FRG,Bronze
1932,Summer,Boxing,"Bantamweight, Men (Olympic)",GER,Silver
1988,Summer,Boxing,"Lightweight, Men (Olympic)",GDR,Gold
1972,Summer,Boxing,"Middleweight, Men (Olympic)",GHA,Bronze
1964,Summer,Boxing,"Light-Welterweight, Men (Olympic)",GHA,Bronze
1960,Summer,Boxing,"Light-Welterweight, Men (Olympic)",GHA,Silver
1980,Summer,Boxing,"Bantamweight, Men (Olympic)",GUY,Bronze
1992,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",HUN,Bronze
1972,Summer,Boxing,"Featherweight, Men (Olympic)",HUN,Bronze
1948,Summer,Boxing,"Bantamweight, Men (Olympic)",HUN,Gold
1932,Summer,Boxing,"Flyweight, Men (Olympic)",HUN,Gold
2000,Summer,Boxing,"Middleweight, Men (Olympic)",HUN,Bronze
1972,Summer,Boxing,"Light-Flyweight, Men (Olympic)",HUN,Gold
1936,Summer,Boxing,"Lightweight, Men (Olympic)",HUN,Gold
1988,Summer,Boxing,"Light-Flyweight, Men (Olympic)",HUN,Bronze
1972,Summer,Boxing,"Welterweight, Men (Olympic)",HUN,Silver
1928,Summer,Boxing,"Flyweight, Men (Olympic)",HUN,Gold
1992,Summer,Boxing,"Flyweight, Men (Olympic)",HUN,Bronze
1996,Summer,Boxing,"Bantamweight, Men (Olympic)",HUN,Gold
1980,Summer,Boxing,"Heavyweight, Men (Olympic)",HUN,Bronze
1992,Summer,Boxing,"Light-Middleweight, Men (Olympic)",HUN,Bronze
1972,Summer,Boxing,"Lightweight, Men (Olympic)",HUN,Silver
1948,Summer,Boxing,"Middleweight, Men (Olympic)",HUN,Gold
1952,Summer,Boxing,"Light-Middleweight, Men (Olympic)",HUN,Gold
1956,Summer,Boxing,"Light-Middleweight, Men (Olympic)",HUN,Gold
1960,Summer,Boxing,"Flyweight, Men (Olympic)",HUN,Gold
1980,Summer,Boxing,"Flyweight, Men (Olympic)",HUN,Bronze
1956,Summer,Boxing,"Lightweight, Men (Olympic)",IRL,Bronze
1956,Summer,Boxing,"Flyweight, Men (Olympic)",IRL,Bronze
1992,Summer,Boxing,"Welterweight, Men (Olympic)",IRL,Gold
1956,Summer,Boxing,"Bantamweight, Men (Olympic)",IRL,Bronze
1964,Summer,Boxing,"Lightweight, Men (Olympic)",IRL,Bronze
1992,Summer,Boxing,"Bantamweight, Men (Olympic)",IRL,Silver
1952,Summer,Boxing,"Bantamweight, Men (Olympic)",IRL,Silver
1980,Summer,Boxing,"Flyweight, Men (Olympic)",IRL,Bronze
1956,Summer,Boxing,"Welterweight, Men (Olympic)",IRL,Silver
1964,Summer,Boxing,"Flyweight, Men (Olympic)",ITA,Gold
1968,Summer,Boxing,"Heavyweight, Men (Olympic)",ITA,Bronze
1948,Summer,Boxing,"Flyweight, Men (Olympic)",ITA,Silver
1960,Summer,Boxing,"Welterweight, Men (Olympic)",ITA,Gold
1964,Summer,Boxing,"Welterweight, Men (Olympic)",ITA,Bronze
1952,Summer,Boxing,"Lightweight, Men (Olympic)",ITA,Gold
1960,Summer,Boxing,"Light-Middleweight, Men (Olympic)",ITA,Silver
1956,Summer,Boxing,"Heavyweight, Men (Olympic)",ITA,Bronze
1984,Summer,Boxing,"Welterweight, Men (Olympic)",ITA,Bronze
1952,Summer,Boxing,"Featherweight, Men (Olympic)",ITA,Silver
1928,Summer,Boxing,"Flyweight, Men (Olympic)",ITA,Bronze
1984,Summer,Boxing,"Super-Heavyweight, Men (Olympic)",ITA,Silver
1960,Summer,Boxing,"Heavyweight, Men (Olympic)",ITA,Gold
1948,Summer,Boxing,"Welterweight, Men (Olympic)",ITA,Bronze
1948,Summer,Boxing,"Middleweight, Men (Olympic)",ITA,Bronze
1948,Summer,Boxing,"Featherweight, Men (Olympic)",ITA,Gold
1920,Summer,Boxing,"Featherweight, Men (Olympic)",ITA,Bronze
1960,Summer,Boxing,"Lightweight, Men (Olympic)",ITA,Silver
1936,Summer,Boxing,"Flyweight, Men (Olympic)",ITA,Silver
1984,Summer,Boxing,"Heavyweight, Men (Olympic)",ITA,Bronze
1960,Summer,Boxing,"Featherweight, Men (Olympic)",ITA,Gold
1956,Summer,Boxing,"Light-Welterweight, Men (Olympic)",ITA,Silver
1980,Summer,Boxing,"Light-Welterweight, Men (Olympic)",ITA,Gold
1928,Summer,Boxing,"Lightweight, Men (Olympic)",ITA,Gold
1988,Summer,Boxing,"Featherweight, Men (Olympic)",ITA,Gold
1964,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",ITA,Gold
1964,Summer,Boxing,"Heavyweight, Men (Olympic)",ITA,Bronze
1932,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",ITA,Silver
1932,Summer,Boxing,"Heavyweight, Men (Olympic)",ITA,Silver
1960,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",ITA,Bronze
1936,Summer,Boxing,"Bantamweight, Men (Olympic)",ITA,Gold
1984,Summer,Boxing,"Bantamweight, Men (Olympic)",ITA,Gold
1928,Summer,Boxing,"Bantamweight, Men (Olympic)",ITA,Gold
1984,Summer,Boxing,"Light-Flyweight, Men (Olympic)",ITA,Silver
1928,Summer,Boxing,"Middleweight, Men (Olympic)",ITA,Gold
1964,Summer,Boxing,"Middleweight, Men (Olympic)",ITA,Bronze
2000,Summer,Boxing,"Super-Heavyweight, Men (Olympic)",ITA,Bronze
1952,Summer,Boxing,"Light-Welterweight, Men (Olympic)",ITA,Bronze
1960,Summer,Boxing,"Bantamweight, Men (Olympic)",ITA,Silver
1948,Summer,Boxing,"Bantamweight, Men (Olympic)",ITA,Silver
1968,Summer,Boxing,"Bantamweight, Men (Olympic)",JPN,Bronze
1964,Summer,Boxing,"Bantamweight, Men (Olympic)",JPN,Gold
1960,Summer,Boxing,"Flyweight, Men (Olympic)",JPN,Bronze
1996,Summer,Boxing,"Flyweight, Men (Olympic)",KAZ,Silver
2000,Summer,Boxing,"Flyweight, Men (Olympic)",KAZ,Silver
1996,Summer,Boxing,"Light-Middleweight, Men (Olympic)",KAZ,Bronze
2000,Summer,Boxing,"Light-Middleweight, Men (Olympic)",KAZ,Gold
1996,Summer,Boxing,"Light-Welterweight, Men (Olympic)",KAZ,Bronze
1996,Summer,Boxing,"Light-Heavyweight, Men (Olympic)",KAZ,Gold
1984,Summer,Boxing,"Flyweight, Men (Olympic)",KEN,Bronze
